  46.84
 353.00
2260093113
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1989 04 20 12	49075.20	0.00	461.83	0.00	2.73	2.73	395.33
1989 04 21 12	49380.71	0.00	402.43	0.00	1.76	1.76	334.97
1989 04 22 12	49420.80	3.99	163.51	0.00	-2.26	-2.26	358.74
1989 04 23 12	49766.40	2.28	301.87	0.00	-1.02	-1.02	438.50
1989 04 24 12	49766.40	0.00	371.80	0.00	0.75	0.75	425.80
1989 04 25 12	50112.00	0.00	238.24	0.00	1.05	1.05	424.96
1989 04 26 12	50180.64	0.00	549.98	0.00	2.99	2.99	445.61
1989 04 27 12	50457.60	0.00	273.55	0.00	3.94	3.94	480.02
1989 04 28 12	50574.48	0.00	252.73	0.00	3.12	3.12	523.43
1989 04 29 12	50803.20	0.00	517.58	0.00	6.78	6.78	617.69
1989 04 30 12	51004.61	1.45	454.40	0.00	10.91	10.91	715.30
1989 05 01 12	51148.80	0.67	470.66	0.00	11.89	11.89	941.55
1989 05 02 12	51350.21	18.07	194.80	0.00	9.33	9.33	949.42
1989 05 03 12	51494.40	4.83	223.86	0.00	9.09	9.09	998.99
1989 05 04 12	51734.72	0.98	370.83	0.00	5.84	5.84	628.17
1989 05 05 12	51840.00	0.00	547.78	0.00	10.66	10.66	768.09
1989 05 06 12	52080.32	15.50	151.02	0.00	9.37	9.37	975.01
1989 05 07 12	52185.60	2.38	290.65	0.00	11.56	11.56	1209.53
1989 05 08 12	52387.01	3.65	172.11	0.00	9.77	9.77	1021.24
1989 05 09 12	52531.20	0.00	424.60	0.00	8.45	8.45	755.91
1989 05 10 12	52690.93	0.00	339.25	0.00	11.11	11.11	854.81
1989 05 11 12	52876.80	17.46	156.17	0.00	11.04	11.04	1154.49
1989 05 12 12	52993.68	13.43	162.05	0.00	13.81	13.81	1442.92
1989 05 13 12	53221.71	6.27	150.39	0.00	13.60	13.60	1427.40
1989 05 14 12	53247.09	11.07	131.45	0.00	8.24	8.24	996.50
1989 05 15 12	53527.91	1.22	258.67	0.00	11.85	11.85	1154.19
1989 05 16 12	53568.00	0.00	472.17	0.00	16.40	16.40	1171.85
1989 05 17 12	53808.32	0.00	551.14	0.00	18.59	18.59	1212.44
1989 05 18 12	53913.60	0.00	549.84	0.00	19.91	19.91	1162.52
1989 05 19 12	54030.48	0.31	513.24	0.00	18.96	18.96	1385.09
1989 05 20 12	54249.66	0.67	441.35	0.00	18.96	18.96	1503.73
1989 05 21 12	54263.66	2.39	442.93	0.00	19.98	19.98	1611.98
1989 05 22 12	54460.61	8.76	238.13	0.00	14.32	14.32	1310.64
1989 05 23 12	54604.11	1.35	271.83	0.00	12.22	12.22	1173.71
1989 05 24 12	54629.50	1.91	318.52	0.00	14.42	14.42	1241.28
1989 05 25 12	54845.12	1.79	281.96	0.00	14.36	14.36	1377.15
1989 05 26 12	54950.40	0.95	461.85	0.00	16.98	16.98	1518.50
1989 05 27 12	54975.09	5.66	461.65	0.00	17.37	17.37	1455.40
1989 05 28 12	55190.72	3.05	356.65	0.00	11.12	11.12	925.85
1989 05 29 12	55295.31	1.41	456.48	0.00	11.26	11.26	903.34
1989 05 30 12	55300.46	1.26	223.43	0.00	13.18	13.18	1202.89
1989 05 31 12	55455.73	0.00	313.32	0.00	14.10	14.10	1292.96
1989 06 01 12	55601.51	16.76	216.83	0.00	15.42	15.42	1529.39
1989 06 02 12	55641.60	0.86	442.59	0.00	16.78	16.78	1473.95
1989 06 03 12	55666.30	1.20	425.35	0.00	16.37	16.37	1393.06
1989 06 04 12	55801.33	5.82	329.05	0.00	17.43	17.43	1582.24
1989 06 05 12	55914.10	0.93	393.96	0.00	13.91	13.91	1073.89
1989 06 06 12	55986.51	0.01	341.00	0.00	14.03	14.03	1183.42
1989 06 07 12	55991.66	0.00	460.52	0.00	15.77	15.77	1381.34
1989 06 08 12	56055.84	0.00	436.80	0.00	17.50	17.50	1504.21
1989 06 09 12	56146.93	0.00	217.71	0.00	13.85	13.85	1204.43
1989 06 10 12	56227.52	28.19	158.60	0.00	9.59	9.59	1052.66
1989 06 11 12	56292.71	5.56	126.79	0.00	8.69	8.69	1038.86
1989 06 12 12	56332.11	0.00	286.54	0.00	9.48	9.48	888.04
1989 06 13 12	56332.80	0.00	484.19	0.00	11.23	11.23	904.50
1989 06 14 12	56337.26	0.00	373.39	0.00	13.77	13.77	1040.10
1989 06 15 12	56357.50	0.20	355.56	0.00	13.89	13.89	1158.58
1989 06 16 12	56401.44	12.34	114.54	0.00	10.62	10.62	1190.89
1989 06 17 12	56449.68	0.03	292.81	0.00	13.83	13.83	1431.58
1989 06 18 12	56492.53	2.29	443.72	0.00	17.46	17.46	1507.60
1989 06 19 12	56492.53	0.61	446.62	0.00	16.82	16.82	1360.56
1989 06 20 12	56492.53	0.00	453.09	0.00	19.15	19.15	1546.55
1989 06 21 12	56534.21	0.00	451.51	0.00	22.43	22.43	1786.20
1989 06 22 12	56534.21	0.00	502.62	0.00	23.61	23.61	1640.92
1989 06 23 12	56492.53	0.06	400.89	0.00	23.00	23.00	1700.30
1989 06 24 12	56492.53	0.00	504.52	0.00	17.62	17.62	1505.77
1989 06 25 12	56449.68	1.35	444.69	0.00	18.58	18.58	1637.98
1989 06 26 12	56449.68	3.07	454.10	0.00	21.90	21.90	1890.86
1989 06 27 12	56401.44	1.04	437.21	0.00	22.21	22.21	1947.37
1989 06 28 12	56357.50	4.72	305.86	0.00	21.32	21.32	1992.43
1989 06 29 12	56337.26	1.52	384.85	0.00	14.65	14.65	1180.32
1989 06 30 12	56332.11	0.42	401.85	0.00	13.63	13.63	1046.85
1989 07 01 12	56323.26	0.14	445.73	0.00	14.72	14.72	1075.57
1989 07 02 12	56259.70	6.29	413.40	0.00	15.10	15.10	1340.34
1989 07 03 12	56188.61	0.00	496.03	0.00	15.87	15.87	1256.30
1989 07 04 12	56104.07	1.31	407.32	0.00	18.80	18.80	1759.57
1989 07 05 12	56011.89	1.50	294.06	0.00	21.83	21.83	2161.38
1989 07 06 12	55987.20	0.07	482.01	0.00	23.43	23.43	2232.93
1989 07 07 12	55977.66	0.00	241.06	0.00	21.30	21.30	2033.57
1989 07 08 12	55881.92	0.00	503.83	0.00	15.71	15.71	1168.00
1989 07 09 12	55758.48	0.00	476.45	0.00	17.83	17.83	1333.35
1989 07 10 12	55646.06	31.14	253.85	0.00	15.68	15.68	1547.80
1989 07 11 12	55632.06	3.36	207.41	0.00	15.27	15.27	1502.50
1989 07 12 12	55536.32	1.64	480.50	0.00	16.41	16.41	1330.34
1989 07 13 12	55364.64	0.13	411.35	0.00	17.50	17.50	1280.83
1989 07 14 12	55296.00	1.50	359.14	0.00	17.56	17.56	1350.45
1989 07 15 12	55255.91	0.54	452.43	0.00	15.70	15.70	1172.59
1989 07 16 12	55110.13	0.00	376.62	0.00	17.62	17.62	1312.46
1989 07 17 12	54950.40	1.94	451.92	0.00	19.35	19.35	1622.40
1989 07 18 12	54910.31	0.00	401.98	0.00	18.83	18.83	1618.81
1989 07 19 12	54764.53	0.00	385.37	0.00	19.75	19.75	1664.58
1989 07 20 12	54604.80	0.00	412.95	0.00	16.39	16.39	1210.05
1989 07 21 12	54564.71	0.00	495.15	0.00	16.77	16.77	1191.81
1989 07 22 12	54327.84	0.00	370.46	0.00	18.03	18.03	1303.43
1989 07 23 12	54259.20	0.00	494.26	0.00	18.12	18.12	1199.29
1989 07 24 12	54153.92	0.53	467.01	0.00	19.25	19.25	1315.22
1989 07 25 12	53918.06	1.40	381.25	0.00	22.62	22.62	1933.39
1989 07 26 12	53904.06	1.96	373.10	0.00	24.58	24.58	2136.57
1989 07 27 12	53636.64	2.18	372.45	0.00	23.39	23.39	2174.68
1989 07 28 12	53568.00	27.22	206.90	0.00	20.77	20.77	2007.03
1989 07 29 12	53423.81	0.56	349.62	0.00	14.35	14.35	1153.97
1989 07 30 12	53222.40	0.01	387.48	0.00	13.67	13.67	1042.25
1989 07 31 12	53149.30	0.00	475.87	0.00	16.22	16.22	1119.10
1989 08 01 12	52876.80	0.29	463.82	0.00	17.55	17.55	1338.42
1989 08 02 12	52836.71	1.69	395.80	0.00	18.68	18.68	1660.80
1989 08 03 12	52535.66	2.67	352.94	0.00	18.84	18.84	1789.31
1989 08 04 12	52521.66	1.83	278.26	0.00	19.28	19.28	2021.80
1989 08 05 12	52210.30	9.58	304.84	0.00	20.57	20.57	2157.58
1989 08 06 12	52184.91	2.20	446.63	0.00	21.72	21.72	2159.96
1989 08 07 12	51864.69	5.60	327.09	0.00	21.44	21.44	2123.69
1989 08 08 12	51840.00	11.36	267.88	0.00	16.51	16.51	1536.34
1989 08 09 12	51519.09	0.00	466.94	0.00	14.33	14.33	1178.05
1989 08 10 12	51494.40	0.00	355.79	0.00	17.74	17.74	1439.56
1989 08 11 12	51153.26	0.02	438.61	0.00	19.51	19.51	1586.03
1989 08 12 12	51148.11	11.47	125.71	0.00	17.45	17.45	1791.14
1989 08 13 12	50803.20	15.09	283.22	0.00	18.90	18.90	1937.72
1989 08 14 12	50802.51	7.42	343.35	0.00	20.73	20.73	2015.09
1989 08 15 12	50457.60	3.36	347.58	0.00	21.30	21.30	1909.25
1989 08 16 12	50417.51	0.53	309.97	0.00	21.21	21.21	1969.26
1989 08 17 12	50112.00	0.67	439.75	0.00	16.02	16.02	1245.03
1989 08 18 12	50006.72	0.00	464.81	0.00	15.42	15.42	1123.04
1989 08 19 12	49766.40	0.00	474.02	0.00	17.23	17.23	1275.03
1989 08 20 12	49580.53	4.60	161.89	0.00	15.76	15.76	1536.40
1989 08 21 12	49420.80	2.71	343.47	0.00	18.61	18.61	1795.35
1989 08 22 12	49079.66	0.52	413.44	0.00	19.33	19.33	1650.84
1989 08 23 12	49075.20	0.36	225.36	0.00	17.42	17.42	1516.99
1989 08 24 12	48729.60	0.00	412.25	0.00	14.37	14.37	1072.47
1989 08 25 12	48728.91	0.00	435.17	0.00	8.12	8.12	665.68
1989 08 26 12	48384.00	0.00	356.43	0.00	9.52	9.52	788.95
1989 08 27 12	48239.81	0.00	478.43	0.00	12.76	12.76	898.58
1989 08 28 12	48038.40	0.00	321.44	0.00	14.02	14.02	1044.72
1989 08 29 12	47697.26	0.51	339.81	0.00	17.62	17.62	1535.45
1989 08 30 12	47692.80	9.29	273.23	0.00	17.92	17.92	1724.02
1989 08 31 12	47347.20	0.00	285.23	0.00	13.85	13.85	1272.05
1989 09 01 12	47346.51	13.66	172.76	0.00	10.79	10.79	1186.46
1989 09 02 12	47001.60	31.57	401.26	0.00	14.69	14.69	1294.04
1989 09 03 12	46724.64	0.00	322.58	0.00	9.29	9.29	764.57
1989 09 04 12	46656.00	0.00	445.52	0.00	9.68	9.68	766.68
1989 09 05 12	46310.40	0.00	398.93	0.00	12.07	12.07	962.83
1989 09 06 12	46310.40	0.00	338.48	0.00	12.93	12.93	1139.55
1989 09 07 12	45964.80	0.00	347.56	0.00	18.14	18.14	1630.05
1989 09 08 12	45778.93	0.00	422.49	0.00	19.69	19.69	1788.21
1989 09 09 12	45619.20	0.14	279.92	0.00	19.36	19.36	1942.45
1989 09 10 12	45273.60	1.94	234.88	0.00	22.69	22.69	2291.30
1989 09 11 12	45273.60	5.72	260.85	0.00	20.60	20.60	1970.33
1989 09 12 12	44928.00	0.00	343.03	0.00	16.51	16.51	1396.23
1989 09 13 12	44783.81	0.00	305.22	0.00	16.06	16.06	1332.73
1989 09 14 12	44582.40	2.41	252.70	0.00	10.41	10.41	967.99
1989 09 15 12	44236.80	10.08	211.10	0.00	10.25	10.25	1054.51
1989 09 16 12	44236.80	0.00	411.43	0.00	13.53	13.53	1122.12
1989 09 17 12	43891.20	2.94	104.96	0.00	12.23	12.23	1243.07
1989 09 18 12	43785.92	0.00	405.77	0.00	13.80	13.80	1204.70
1989 09 19 12	43545.60	0.07	405.78	0.00	13.18	13.18	1116.78
1989 09 20 12	43200.00	4.09	95.36	0.00	14.83	14.83	1546.34
1989 09 21 12	43200.00	0.77	283.27	0.00	16.82	16.82	1588.85
1989 09 22 12	42854.40	3.32	216.15	0.00	17.88	17.88	1732.40
1989 09 23 12	42652.99	2.59	210.03	0.00	19.54	19.54	1943.20
1989 09 24 12	42508.80	2.04	159.99	0.00	6.04	6.04	714.09
1989 09 25 12	42163.20	0.00	395.60	0.00	5.77	5.77	638.51
1989 09 26 12	42163.20	7.38	147.47	0.00	7.46	7.46	927.16
1989 09 27 12	41817.60	0.60	275.29	0.00	4.18	4.18	564.68
1989 09 28 12	41616.19	0.44	142.46	0.00	3.27	3.27	552.81
1989 09 29 12	41472.00	1.71	121.82	0.00	8.68	8.68	871.06
1989 09 30 12	41126.40	0.13	259.93	0.00	6.32	6.32	629.49
1989 10 01 12	41126.40	0.61	188.08	0.00	6.26	6.26	667.09
1989 10 02 12	40780.80	2.37	242.83	0.00	9.70	9.70	1034.83
1989 10 03 12	40621.07	9.95	240.80	0.00	13.88	13.88	1347.69
1989 10 04 12	40435.20	0.74	131.49	0.00	2.39	2.39	484.44
1989 10 05 12	40089.60	0.00	83.70	0.00	1.48	1.48	511.34
1989 10 06 12	40089.60	2.71	182.29	0.00	4.28	4.28	711.67
1989 10 07 12	39744.00	0.99	197.90	0.00	7.25	7.25	840.59
1989 10 08 12	39675.36	0.00	234.84	0.00	4.74	4.74	623.99
1989 10 09 12	39398.40	0.12	150.40	0.00	4.21	4.21	604.15
1989 10 10 12	39053.49	0.00	283.32	0.00	3.61	3.61	490.97
1989 10 11 12	39052.80	0.82	218.78	0.00	4.59	4.59	653.33
1989 10 12 12	38707.20	0.34	316.44	0.00	8.29	8.29	871.03
1989 10 13 12	38707.20	1.18	295.69	0.00	9.34	9.34	825.87
1989 10 14 12	38361.60	0.00	264.20	0.00	5.78	5.78	570.86
1989 10 15 12	38160.19	0.00	333.34	0.00	4.77	4.77	557.99
1989 10 16 12	38016.00	9.17	98.16	0.00	7.49	7.49	883.65
1989 10 17 12	37679.94	2.56	311.53	0.00	5.29	5.29	699.35
1989 10 18 12	37670.40	0.00	68.43	0.00	0.30	0.30	407.01
1989 10 19 12	37324.80	1.72	312.13	0.00	0.99	0.99	404.53
1989 10 20 12	37320.34	4.30	86.86	0.00	0.90	0.90	480.70
1989 10 21 12	36979.20	10.64	184.13	0.00	8.97	8.97	1015.95
1989 10 22 12	36819.47	0.37	125.76	0.00	4.90	4.90	623.67
1989 10 23 12	36633.60	0.00	292.41	0.00	4.22	4.22	583.41
1989 10 24 12	36393.28	0.00	183.24	0.00	6.43	6.43	695.82
1989 10 25 12	36288.00	0.00	307.85	0.00	7.99	7.99	805.29
1989 10 26 12	35982.49	0.00	304.14	0.00	9.65	9.65	870.40
1989 10 27 12	35942.40	0.06	280.49	0.00	10.79	10.79	1077.42
1989 10 28 12	35606.34	0.02	297.83	0.00	14.27	14.27	1242.76
1989 10 29 12	35596.80	0.00	144.23	0.00	11.26	11.26	1068.56
1989 10 30 12	35251.89	0.00	286.93	0.00	12.51	12.51	1069.19
1989 10 31 12	35246.74	0.03	277.54	0.00	12.05	12.05	1032.93
1989 11 01 12	34905.60	12.39	188.83	0.00	11.74	11.74	1179.95
1989 11 02 12	34880.91	0.84	242.58	0.00	2.65	2.65	476.10
1989 11 03 12	34560.00	3.53	184.67	0.00	3.21	3.21	608.89
1989 11 04 12	34535.31	4.17	231.09	0.00	0.39	0.39	512.09
1989 11 05 12	34215.09	0.87	207.56	0.00	-3.71	-3.71	341.75
1989 11 06 12	34189.70	1.68	135.07	0.00	1.12	1.12	582.11
1989 11 07 12	33878.34	0.53	216.95	0.00	3.53	3.53	645.30
1989 11 08 12	33864.34	3.07	96.03	0.00	2.47	2.47	599.50
1989 11 09 12	33563.29	13.32	83.53	0.00	3.25	3.25	716.52
1989 11 10 12	33523.20	4.64	196.61	0.00	6.75	6.75	822.94
1989 11 11 12	33250.70	0.98	226.80	0.00	4.51	4.51	637.51
1989 11 12 12	33177.60	1.10	136.18	0.00	2.30	2.30	490.13
1989 11 13 12	32976.19	0.97	244.59	0.00	-2.67	-2.67	238.71
1989 11 14 12	32832.00	10.16	74.86	0.00	-1.47	-1.47	492.17
1989 11 15 12	32763.35	6.09	56.42	0.00	0.78	0.78	609.17
1989 11 16 12	32495.94	2.61	155.39	0.00	7.95	7.95	1004.58
1989 11 17 12	32481.94	9.14	217.14	0.00	4.77	4.77	686.53
1989 11 18 12	32246.08	0.59	144.35	0.00	-0.47	-0.47	312.27
1989 11 19 12	32140.80	0.89	149.03	0.00	-3.67	-3.67	334.71
1989 11 20 12	32072.16	1.73	64.05	0.00	-6.09	-6.09	325.87
1989 11 21 12	31835.29	4.77	200.65	0.00	-5.27	-5.27	365.04
1989 11 22 12	31795.20	0.00	197.64	0.00	-8.89	-8.89	225.07
1989 11 23 12	31635.47	0.00	218.01	0.00	-10.54	-10.54	187.26
1989 11 24 12	31489.69	0.06	228.59	0.00	-12.18	-12.18	188.58
1989 11 25 12	31449.60	0.17	114.04	0.00	-10.49	-10.49	212.93
1989 11 26 12	31289.87	6.01	82.80	0.00	-7.76	-7.76	312.12
1989 11 27 12	31144.09	0.59	225.04	0.00	-6.49	-6.49	314.74
1989 11 28 12	31104.00	12.58	62.32	0.00	-7.13	-7.13	341.75
1989 11 29 12	31035.35	0.15	161.97	0.00	-9.99	-9.99	243.19
1989 11 30 12	30863.68	0.56	91.21	0.00	-14.70	-14.70	170.11
1989 12 01 12	30767.94	0.00	140.21	0.00	-13.34	-13.34	171.88
1989 12 02 12	30753.94	0.00	227.57	0.00	-16.51	-16.51	129.99
1989 12 03 12	30641.53	18.52	136.69	0.00	-11.37	-11.37	234.84
1989 12 04 12	30518.08	1.69	76.89	0.00	-11.20	-11.20	220.66
1989 12 05 12	30422.34	0.01	125.17	0.00	-16.59	-16.59	136.68
1989 12 06 12	30412.80	0.05	113.03	0.00	-13.98	-13.98	202.32
1989 12 07 12	30388.11	4.14	158.69	0.00	-9.60	-9.60	265.18
1989 12 08 12	30295.93	0.00	217.35	0.00	-20.03	-20.03	91.67
1989 12 09 12	30211.40	0.02	222.32	0.00	-21.26	-21.26	92.88
1989 12 10 12	30140.30	0.23	163.09	0.00	-19.28	-19.28	122.17
1989 12 11 12	30076.74	0.02	211.18	0.00	-13.78	-13.78	179.63
1989 12 12 12	30067.89	0.00	219.14	0.00	-20.67	-20.67	96.56
1989 12 13 12	30062.74	0.11	207.76	0.00	-21.68	-21.68	89.54
1989 12 14 12	30042.51	0.05	75.81	0.00	-18.43	-18.43	115.01
1989 12 15 12	29998.56	0.42	116.53	0.00	-16.23	-16.23	139.83
1989 12 16 12	29950.32	8.99	168.64	0.00	-14.81	-14.81	176.49
1989 12 17 12	29950.32	3.90	122.83	0.00	-6.26	-6.26	342.64
1989 12 18 12	29907.47	0.01	145.27	0.00	-10.05	-10.05	244.40
1989 12 19 12	29907.47	0.01	138.27	0.00	-11.68	-11.68	208.50
1989 12 20 12	29865.79	0.00	123.66	0.00	-15.81	-15.81	151.47
1989 12 21 12	29865.79	0.00	105.61	0.00	-14.99	-14.99	157.23
1989 12 22 12	29907.47	0.00	93.70	0.00	-18.04	-18.04	114.63
1989 12 23 12	29907.47	0.00	183.36	0.00	-20.58	-20.58	95.46
1989 12 24 12	29907.47	0.02	211.86	0.00	-21.78	-21.78	92.98
1989 12 25 12	29950.32	0.67	119.93	0.00	-16.28	-16.28	158.93
1989 12 26 12	29998.56	1.84	165.82	0.00	-9.17	-9.17	278.74
1989 12 27 12	30042.51	0.19	217.66	0.00	-16.52	-16.52	156.41
1989 12 28 12	30062.74	0.05	85.20	0.00	-19.98	-19.98	108.14
1989 12 29 12	30067.20	0.00	221.71	0.00	-21.98	-21.98	81.02
1989 12 30 12	30067.89	1.32	207.00	0.00	-25.59	-25.59	66.12
1989 12 31 12	30107.29	2.90	108.26	0.00	-17.13	-17.13	159.29
1990 01 01 12	30172.48	8.03	62.57	0.00	-1.95	-1.95	506.14
1990 01 02 12	30253.07	0.00	158.43	0.00	-13.89	-13.89	182.61
1990 01 03 12	30344.16	0.82	165.71	0.00	-5.15	-5.15	347.37
1990 01 04 12	30408.34	1.94	125.35	0.00	-4.01	-4.01	433.42
1990 01 05 12	30413.49	1.63	226.07	0.00	-6.62	-6.62	354.28
1990 01 06 12	30485.90	0.09	161.48	0.00	-12.81	-12.81	212.62
1990 01 07 12	30598.67	1.89	151.33	0.00	-14.75	-14.75	171.36
1990 01 08 12	30733.71	3.15	158.74	0.00	-6.56	-6.56	336.66
1990 01 09 12	30758.40	0.00	159.15	0.00	-6.11	-6.11	341.51
1990 01 10 12	30798.49	4.44	142.29	0.00	-3.41	-3.41	455.49
1990 01 11 12	30944.27	0.00	235.42	0.00	-9.82	-9.82	263.36
1990 01 12 12	31099.54	6.42	132.33	0.00	-7.64	-7.64	322.32
1990 01 13 12	31104.69	1.10	95.16	0.00	-10.18	-10.18	250.72
1990 01 14 12	31209.28	0.00	160.38	0.00	-18.32	-18.32	113.42
1990 01 15 12	31424.91	1.40	138.02	0.00	-20.41	-20.41	110.48
1990 01 16 12	31449.60	4.04	183.30	0.00	-8.05	-8.05	293.34
1990 01 17 12	31554.88	1.63	231.80	0.00	-7.16	-7.16	335.78
1990 01 18 12	31770.51	3.47	182.67	0.00	0.93	0.93	632.42
1990 01 19 12	31795.89	0.35	219.55	0.00	-10.27	-10.27	233.08
1990 01 20 12	31939.40	0.01	104.71	0.00	-16.54	-16.54	156.60
1990 01 21 12	32136.34	0.34	238.40	0.00	-15.42	-15.42	149.87
1990 01 22 12	32150.34	2.37	191.01	0.00	-16.97	-16.97	141.86
1990 01 23 12	32369.53	2.96	186.48	0.00	-8.49	-8.49	289.13
1990 01 24 12	32486.40	2.72	122.60	0.00	-6.79	-6.79	341.79
1990 01 25 12	32591.68	1.53	248.99	0.00	-0.28	-0.28	565.58
1990 01 26 12	32832.00	11.54	95.08	0.00	1.06	1.06	630.01
1990 01 27 12	32872.09	0.17	263.52	0.00	-4.37	-4.37	376.11
1990 01 28 12	33152.91	0.17	182.27	0.00	-4.29	-4.29	381.83
1990 01 29 12	33178.29	0.15	248.18	0.00	-6.03	-6.03	305.61
1990 01 30 12	33406.32	21.69	200.44	0.00	-5.95	-5.95	348.18
1990 01 31 12	33523.20	0.00	244.27	0.00	-9.37	-9.37	273.92
1990 02 01 12	33709.07	0.00	245.56	0.00	-3.79	-3.79	426.82
1990 02 02 12	33868.80	0.00	283.15	0.00	-9.76	-9.76	275.55
1990 02 03 12	34012.99	0.00	313.11	0.00	-26.02	-26.02	56.44
1990 02 04 12	34214.40	1.64	100.20	0.00	-21.51	-21.51	87.95
1990 02 05 12	34319.68	0.01	318.66	0.00	-19.88	-19.88	106.92
1990 02 06 12	34560.00	0.24	117.70	0.00	-12.62	-12.62	215.35
1990 02 07 12	34665.28	0.00	312.82	0.00	-10.06	-10.06	279.82
1990 02 08 12	34905.60	0.06	274.69	0.00	-5.72	-5.72	371.08
1990 02 09 12	35010.88	0.22	253.24	0.00	-1.61	-1.61	511.04
1990 02 10 12	35251.20	18.98	142.60	0.00	-0.55	-0.55	557.32
1990 02 11 12	35395.39	1.90	259.51	0.00	-4.85	-4.85	357.85
1990 02 12 12	35596.80	0.37	342.61	0.00	-13.73	-13.73	175.87
1990 02 13 12	35825.52	0.94	210.77	0.00	-14.01	-14.01	198.99
1990 02 14 12	35942.40	0.32	340.43	0.00	-7.63	-7.63	305.81
1990 02 15 12	36219.36	0.32	234.59	0.00	-19.41	-19.41	111.21
1990 02 16 12	36288.00	4.58	101.48	0.00	-11.88	-11.88	217.78
1990 02 17 12	36633.60	6.76	202.42	0.00	-10.94	-10.94	233.72
1990 02 18 12	36633.60	0.43	339.59	0.00	-21.16	-21.16	92.48
1990 02 19 12	36979.20	0.48	233.37	0.00	-9.43	-9.43	268.88
1990 02 20 12	37019.29	0.63	277.35	0.00	-16.39	-16.39	138.11
1990 02 21 12	37324.80	0.77	187.29	0.00	-19.64	-19.64	131.57
1990 02 22 12	37468.99	0.16	297.14	0.00	-4.57	-4.57	371.11
1990 02 23 12	37670.40	5.85	120.53	0.00	-2.20	-2.20	463.65
1990 02 24 12	38011.54	0.04	172.77	0.00	-13.86	-13.86	175.94
1990 02 25 12	38016.00	0.00	301.72	0.00	-19.66	-19.66	99.72
1990 02 26 12	38361.60	0.27	287.32	0.00	-22.62	-22.62	72.55
1990 02 27 12	38362.29	0.00	198.72	0.00	-20.07	-20.07	119.90
1990 02 28 12	38707.20	2.58	226.03	0.00	-11.91	-11.91	206.88
1990 03 01 12	38893.07	0.00	399.20	0.00	-14.79	-14.79	142.76
1990 03 02 12	39052.80	0.00	351.76	0.00	-4.36	-4.36	390.88
1990 03 03 12	39398.40	0.02	368.03	0.00	-6.01	-6.01	320.35
1990 03 04 12	39398.40	0.05	182.87	0.00	-12.57	-12.57	182.23
1990 03 05 12	39744.00	0.00	368.59	0.00	-14.04	-14.04	152.82
1990 03 06 12	39784.09	0.00	358.95	0.00	-15.90	-15.90	127.41
1990 03 07 12	40089.60	0.00	474.26	0.00	-17.22	-17.22	123.60
1990 03 08 12	40435.20	0.00	257.72	0.00	-14.19	-14.19	176.64
1990 03 09 12	40435.20	0.00	455.65	0.00	-5.39	-5.39	357.68
1990 03 10 12	40780.80	0.00	454.89	0.00	-4.93	-4.93	359.94
1990 03 11 12	40780.80	0.00	456.33	0.00	-2.17	-2.17	457.74
1990 03 12 12	41126.40	0.00	458.32	0.00	-4.17	-4.17	366.30
1990 03 13 12	41472.00	0.10	251.69	0.00	-1.73	-1.73	440.60
1990 03 14 12	41472.00	0.00	435.80	0.00	-3.31	-3.31	411.42
1990 03 15 12	41817.60	8.68	170.08	0.00	-0.09	-0.09	565.57
1990 03 16 12	41817.60	0.22	437.91	0.00	0.64	0.64	593.70
1990 03 17 12	42163.20	8.70	109.77	0.00	2.26	2.26	687.68
1990 03 18 12	42508.80	1.99	266.18	0.00	3.36	3.36	682.37
1990 03 19 12	42508.80	0.57	337.57	0.00	-1.03	-1.03	424.96
1990 03 20 12	42854.40	2.52	260.27	0.00	-1.95	-1.95	421.46
1990 03 21 12	42854.40	8.57	210.11	0.00	-0.61	-0.61	529.88
1990 03 22 12	43200.00	1.14	436.02	0.00	-3.87	-3.87	376.30
1990 03 23 12	43545.60	0.00	167.42	0.00	0.86	0.86	553.04
1990 03 24 12	43545.60	0.00	382.36	0.00	-10.53	-10.53	170.02
1990 03 25 12	43891.20	0.02	355.45	0.00	-5.70	-5.70	275.68
1990 03 26 12	43891.20	0.05	301.26	0.00	-2.85	-2.85	363.81
1990 03 27 12	44236.80	0.08	436.58	0.00	-14.83	-14.83	121.18
1990 03 28 12	44582.40	0.07	292.37	0.00	-9.99	-9.99	207.41
1990 03 29 12	44582.40	0.01	544.49	0.00	-12.70	-12.70	161.62
1990 03 30 12	44928.00	0.02	544.78	0.00	-7.19	-7.19	260.94
1990 03 31 12	44928.00	2.84	214.56	0.00	-1.69	-1.69	478.93
1990 04 01 12	45273.60	0.16	410.26	0.00	0.15	0.15	554.02
1990 04 02 12	45619.20	0.00	306.94	0.00	1.06	1.06	574.95
1990 04 03 12	45619.20	0.26	344.68	0.00	2.02	2.02	603.64
1990 04 04 12	45964.80	17.96	169.99	0.00	3.40	3.40	714.28
1990 04 05 12	45964.80	0.10	171.43	0.00	3.18	3.18	680.57
1990 04 06 12	46310.40	0.09	219.43	0.00	1.12	1.12	460.45
1990 04 07 12	46615.91	0.00	353.68	0.00	-2.00	-2.00	265.92
1990 04 08 12	46656.00	0.00	423.46	0.00	-2.46	-2.46	244.71
1990 04 09 12	47001.60	0.00	460.94	0.00	-0.46	-0.46	297.42
